work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Research Scientist,247600,USD,247600,US,0,US,L
2023,SE,FT,Research Scientist,127300,USD,127300,US,0,US,L
2023,MI,FT,Data Analyst,85000,USD,85000,US,0,US,M
2023,MI,FT,Data Analyst,65000,USD,65000,US,0,US,M
2023,MI,FT,Machine Learning Engineer,125000,USD,125000,US,0,US,M
2023,MI,FT,Machine Learning Engineer,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Engineer,247300,USD,247300,US,0,US,M
2023,SE,FT,Data Engineer,139700,USD,139700,US,0,US,M
2023,SE,FT,Data Analyst,192000,USD,192000,US,100,US,M
2023,SE,FT,Data Analyst,138240,USD,138240,US,100,US,M
2023,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M
2023,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M
2023,SE,FT,Data Architect,100000,USD,100000,US,100,US,M
2023,SE,FT,Data Architect,90000,USD,90000,US,100,US,M
2023,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M
2023,SE,FT,Data Analyst,130000,USD,130000,US,100,US,M
2023,MI,FT,Data Engineer,186000,USD,186000,US,0,US,M
2023,MI,FT,Data Engineer,81800,USD,81800,US,0,US,M
2023,SE,FT,Data Engineer,180514,USD,180514,GB,100,GB,M
2023,SE,FT,Data Engineer,108308,USD,108308,GB,100,GB,M
2023,SE,FT,Data Engineer,166000,USD,166000,US,0,US,M
2023,SE,FT,Data Engineer,73100,USD,73100,US,0,US,M
2023,MI,FT,Data Analyst,115950,USD,115950,US,0,US,M
2023,MI,FT,Data Analyst,69570,USD,69570,US,0,US,M
2023,SE,FT,Data Science,142300,USD,142300,US,0,US,M
2023,SE,FT,Data Science,71200,USD,71200,US,0,US,M
2023,MI,FT,Data Science,179000,USD,179000,US,0,US,M
2023,MI,FT,Data Science,106500,USD,106500,US,0,US,M
2023,SE,FT,Data Analyst,119200,USD,119200,US,100,US,M
2023,SE,FT,Data Analyst,86600,USD,86600,US,100,US,M
2023,SE,FT,Data Engineer,140544,USD,140544,US,100,US,M
2023,SE,FT,Data Engineer,82673,USD,82673,US,100,US,M
2023,SE,FT,Business Intelligence Engineer,108350,USD,108350,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,78800,USD,78800,US,0,US,M
2023,SE,FT,Data Engineer,162540,USD,162540,US,0,US,M
2023,SE,FT,Data Engineer,87570,USD,87570,US,0,US,M
2023,SE,FT,Data Architect,213600,USD,213600,US,0,US,M
2023,SE,FT,Data Architect,103200,USD,103200,US,0,US,M
2023,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M
2023,MI,FT,Data Engineer,90000,USD,90000,US,0,US,M
2023,MI,FT,Data Scientist,212000,USD,212000,US,0,US,M
2023,MI,FT,Data Scientist,93300,USD,93300,US,0,US,M
2023,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L
2023,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L
2023,MI,FT,Data Scientist,157000,USD,157000,US,100,US,M
2023,MI,FT,Data Scientist,144000,USD,144000,US,100,US,M
2023,SE,FT,Data Engineer,210000,USD,210000,CA,100,CA,M
2023,SE,FT,Data Engineer,160000,USD,160000,CA,100,CA,M
2023,SE,FT,Data Scientist,179000,USD,179000,US,0,US,M
2023,SE,FT,Data Scientist,112000,USD,112000,US,0,US,M
2023,SE,FT,Analytics Engineer,221300,USD,221300,US,100,US,M
2023,SE,FT,Analytics Engineer,147500,USD,147500,US,100,US,M
2023,SE,FT,Data Engineer,179000,USD,179000,US,0,US,M
2023,SE,FT,Data Engineer,112000,USD,112000,US,0,US,M
2023,SE,FT,Data Science Consultant,116000,USD,116000,US,0,US,M
2023,SE,FT,Data Science Consultant,90000,USD,90000,US,0,US,M
2023,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L
2023,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L
2023,MI,FT,Data Engineer,130400,USD,130400,US,0,US,M
2023,MI,FT,Data Engineer,74500,USD,74500,US,0,US,M
2023,SE,FT,Machine Learning Engineer,207700,USD,207700,CA,0,CA,M
2023,SE,FT,Machine Learning Engineer,133700,USD,133700,CA,0,CA,M
2023,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M
2023,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M
2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M
2023,MI,FT,Data Engineer,179000,USD,179000,US,0,US,M
2023,MI,FT,Data Engineer,112000,USD,112000,US,0,US,M
2023,MI,FT,Data Modeler,140000,USD,140000,US,0,US,M
2023,MI,FT,Data Modeler,90000,USD,90000,US,0,US,M
2023,SE,FT,Research Scientist,260000,USD,260000,US,0,US,M
2023,SE,FT,Research Scientist,230000,USD,230000,US,0,US,M
2023,SE,FT,Data Modeler,130000,USD,130000,US,100,US,M
2023,SE,FT,Data Modeler,110000,USD,110000,US,100,US,M
2023,MI,FT,Data Scientist,110000,USD,110000,US,0,US,M
2023,MI,FT,Data Scientist,90000,USD,90000,US,0,US,M
2023,MI,FT,Data Scientist,310000,USD,310000,US,0,US,M
2023,MI,FT,Data Scientist,245000,USD,245000,US,0,US,M
2023,MI,FT,Research Scientist,210000,USD,210000,US,0,US,M
2023,MI,FT,Research Scientist,160000,USD,160000,US,0,US,M
2023,MI,FT,Data Specialist,85000,USD,85000,US,0,US,M
2023,MI,FT,Data Specialist,75000,USD,75000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,280000,USD,280000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,196000,USD,196000,US,0,US,M
2023,MI,FT,Machine Learning Engineer,212000,USD,212000,US,0,US,M
2023,MI,FT,Machine Learning Engineer,93300,USD,93300,US,0,US,M
2023,SE,FT,Data Science,230000,USD,230000,US,100,US,M
2023,SE,FT,Data Science,115000,USD,115000,US,100,US,M
2023,MI,FT,Data Scientist,75000,USD,75000,US,0,US,M
2023,MI,FT,Data Scientist,70000,USD,70000,US,0,US,M
2023,SE,FT,Machine Learning Scientist,233500,USD,233500,US,0,US,M
2023,SE,FT,Machine Learning Scientist,137500,USD,137500,US,0,US,M
2023,MI,FT,Data Scientist,166000,USD,166000,US,0,US,M
2023,MI,FT,Data Scientist,73100,USD,73100,US,0,US,M
2023,SE,FT,Data Science,176875,USD,176875,US,0,US,M
2023,SE,FT,Data Science,84750,USD,84750,US,0,US,M
2023,SE,FT,Data Engineer,251250,USD,251250,US,0,US,M
2023,SE,FT,Data Engineer,120750,USD,120750,US,0,US,M
2023,MI,FT,Data Engineer,106050,USD,106050,US,0,US,M
2023,MI,FT,Data Engineer,80420,USD,80420,US,0,US,M
2023,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M
2023,MI,FT,Data Scientist,90000,USD,90000,US,0,US,M
2023,MI,FT,Data Scientist,147400,USD,147400,US,0,US,M
2023,MI,FT,Data Scientist,107682,USD,107682,US,0,US,M
2023,SE,FT,Data Analyst,145000,USD,145000,US,100,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,US,100,US,M
2023,EN,FT,Research Analyst,80000,USD,80000,US,0,US,M
2023,EN,FT,Research Analyst,50000,USD,50000,US,0,US,M
2023,SE,FT,Data Product Manager,175000,USD,175000,US,100,US,M
2023,SE,FT,Data Product Manager,150000,USD,150000,US,100,US,M
2023,EN,FT,Data Scientist,26800,GBP,32974,GB,0,GB,M
2023,EN,FT,Data Scientist,26800,GBP,32974,GB,0,GB,M
2023,SE,FT,Data Architect,178600,USD,178600,US,0,US,M
2023,SE,FT,Data Architect,67200,USD,67200,US,0,US,M
2023,EN,FT,Data Analyst,118750,USD,118750,US,0,US,M
2023,EN,FT,Data Analyst,106875,USD,106875,US,0,US,M
2023,SE,FT,Data Engineer,186000,USD,186000,US,0,US,M
2023,SE,FT,Data Engineer,81800,USD,81800,US,0,US,M
2023,MI,FT,Data Analyst,142000,USD,142000,US,0,US,M
2023,MI,FT,Data Analyst,128000,USD,128000,US,0,US,M
2023,SE,FT,Data Analyst,140130,USD,140130,US,0,US,M
2023,SE,FT,Data Analyst,84870,USD,84870,US,0,US,M
2023,SE,FT,Machine Learning Engineer,262000,USD,262000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,186000,USD,186000,US,0,US,M
2023,SE,FT,Research Scientist,247600,USD,247600,US,0,US,L
2023,SE,FT,Research Scientist,127300,USD,127300,US,0,US,L
2023,MI,FT,Data Analyst,85000,USD,85000,US,0,US,M
2023,MI,FT,Data Analyst,58500,USD,58500,US,0,US,M
2023,EN,FT,Data Analyst,48000,GBP,59059,US,0,US,M
2023,EN,FT,Data Analyst,39000,GBP,47985,US,0,US,M
2023,SE,FT,Data Analyst,93918,USD,93918,US,0,US,M
2023,SE,FT,Data Analyst,51962,USD,51962,US,0,US,M
2023,MI,FT,Business Intelligence Manager,120000,USD,120000,US,0,US,M
2023,MI,FT,Business Intelligence Manager,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Scientist,205670,USD,205670,NZ,0,NZ,M
2023,SE,FT,Data Scientist,124233,USD,124233,NZ,0,NZ,M
2023,SE,FT,Data Engineer,173000,USD,173000,US,0,US,M
2023,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,ML Engineer,291500,USD,291500,US,0,US,M
2023,SE,FT,ML Engineer,180200,USD,180200,US,0,US,M
2023,EN,FT,Data Analyst,23000,GBP,28299,GB,0,GB,M
2023,EN,FT,Data Analyst,23000,GBP,28299,GB,0,GB,M
2023,SE,FT,Data Scientist,185000,USD,185000,CA,0,CA,M
2023,SE,FT,Data Scientist,152000,USD,152000,CA,0,CA,M
2023,SE,FT,Machine Learning Engineer,255800,USD,255800,US,0,US,M
2023,SE,FT,Machine Learning Engineer,170600,USD,170600,US,0,US,M
2023,SE,FT,Data Engineer,146850,USD,146850,US,0,US,M
2023,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M
2023,MI,FT,Data Engineer,200000,USD,200000,US,0,US,M
2023,MI,FT,Data Engineer,117000,USD,117000,US,0,US,M
2023,MI,FT,Data Manager,151700,USD,151700,US,0,US,L
2023,MI,FT,Data Manager,63000,USD,63000,US,0,US,L
2023,EN,FT,Analytics Engineer,43000,USD,43000,HU,0,HU,L
2023,SE,FT,Data Scientist,239900,USD,239900,US,100,US,M
2023,SE,FT,Data Scientist,159900,USD,159900,US,100,US,M
2023,EN,FT,Data Analyst,162240,USD,162240,US,0,US,M
2023,EN,FT,Data Analyst,47840,USD,47840,US,0,US,M
2023,SE,FT,Data Engineer,130410,USD,130410,US,0,US,M
2023,SE,FT,Data Engineer,92000,USD,92000,US,0,US,M
2023,SE,FT,Data Science,270250,USD,270250,US,0,US,M
2023,SE,FT,Data Science,144000,USD,144000,US,0,US,M
2023,SE,FT,Business Intelligence Analyst,176875,USD,176875,US,0,US,M
2023,SE,FT,Business Intelligence Analyst,84750,USD,84750,US,0,US,M
2023,MI,FT,Data Analyst,92000,USD,92000,US,0,US,M
2023,MI,FT,Data Analyst,69000,USD,69000,US,0,US,M
2023,SE,FT,Research Engineer,184800,USD,184800,US,0,US,M
2023,SE,FT,Research Engineer,107100,USD,107100,US,0,US,M
2023,SE,FT,Data Engineer,130410,USD,130410,US,0,US,M
2023,SE,FT,Data Engineer,92000,USD,92000,US,0,US,M
2023,SE,FT,Data Engineer,333500,USD,333500,US,0,US,M
2023,SE,FT,Data Engineer,176000,USD,176000,US,0,US,M
2023,SE,FT,Applied Scientist,257400,USD,257400,US,0,US,M
2023,SE,FT,Applied Scientist,138600,USD,138600,US,0,US,M
2023,MI,FT,Data Analytics Manager,242100,USD,242100,US,0,US,M
2023,MI,FT,Data Analytics Manager,116200,USD,116200,US,0,US,M
2023,SE,FT,Research Analyst,230000,USD,230000,US,0,US,M
2023,SE,FT,Research Analyst,210000,USD,210000,US,0,US,M
2023,SE,FT,Data Engineer,114300,USD,114300,US,0,US,M
2023,SE,FT,Data Engineer,89600,USD,89600,US,0,US,M
2023,EN,FT,Business Intelligence Analyst,85000,USD,85000,US,0,US,M
2023,EN,FT,Business Intelligence Analyst,65000,USD,65000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,266875,USD,266875,US,0,US,M
2023,SE,FT,Machine Learning Engineer,128250,USD,128250,US,0,US,M
2023,MI,FT,Data Science,280000,USD,280000,US,0,US,M
2023,MI,FT,Data Science,200000,USD,200000,US,0,US,M
2023,MI,FT,Data Engineer,180000,USD,180000,US,0,US,M
2023,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M
2023,SE,FT,Data Engineer,178492,USD,178492,US,100,US,M
2023,SE,FT,Data Engineer,89246,USD,89246,US,100,US,M
2023,SE,FT,Data Engineer,245000,USD,245000,US,100,US,M
2023,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M
2023,SE,FT,Analytics Engineer,155000,USD,155000,US,0,US,M
2023,SE,FT,Analytics Engineer,145000,USD,145000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,165000,USD,165000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,130000,USD,130000,US,100,US,M
2023,SE,FT,Research Scientist,247600,USD,247600,US,0,US,L
2023,SE,FT,Research Scientist,127300,USD,127300,US,0,US,L
2023,SE,FT,Data Scientist,280889,USD,280889,US,0,US,M
2023,SE,FT,Data Scientist,187259,USD,187259,US,0,US,M
2023,MI,FT,Business Intelligence Analyst,130000,USD,130000,US,100,US,M
2023,MI,FT,Business Intelligence Analyst,120000,USD,120000,US,100,US,M
2023,MI,FT,Data Engineer,185000,USD,185000,US,100,US,M
2023,MI,FT,Data Engineer,125000,USD,125000,US,100,US,M
2023,SE,FT,Data Engineer,196900,USD,196900,US,100,US,M
2023,SE,FT,Data Engineer,186700,USD,186700,US,100,US,M
2023,EN,FT,Data Analyst,75065,USD,75065,US,100,US,M
2023,EN,FT,Data Analyst,41419,USD,41419,US,100,US,M
2023,SE,FT,Data Scientist,260000,USD,260000,US,0,US,M
2023,SE,FT,Data Scientist,192000,USD,192000,US,0,US,M
2023,MI,FT,Data Engineer,205600,USD,205600,US,0,US,L
2023,MI,FT,Data Engineer,105700,USD,105700,US,0,US,L
2023,MI,FT,Data Analyst,75000,USD,75000,US,0,US,M
2023,MI,FT,Data Analyst,65000,USD,65000,US,0,US,M
2023,SE,FT,Prompt Engineer,230000,USD,230000,US,0,US,M
2023,SE,FT,Prompt Engineer,140000,USD,140000,US,0,US,M
2023,EN,FT,Data Manager,149800,USD,149800,US,0,US,M
2023,EN,FT,Data Manager,85600,USD,85600,US,0,US,M
2023,SE,FT,Data Scientist,218000,USD,218000,US,0,US,M
2023,SE,FT,Data Scientist,152600,USD,152600,US,0,US,M
2023,MI,FT,Business Intelligence Engineer,185000,USD,185000,US,0,US,M
2023,MI,FT,Business Intelligence Engineer,165000,USD,165000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,224880,USD,224880,US,0,US,M
2023,SE,FT,Machine Learning Engineer,121500,USD,121500,US,0,US,M
2023,SE,FT,Data Analyst,129000,USD,129000,US,0,US,M
2023,SE,FT,Data Analyst,46200,USD,46200,US,0,US,M
2023,SE,FT,Data Scientist,272400,USD,272400,US,0,US,M
2023,SE,FT,Data Scientist,155600,USD,155600,US,0,US,M
2023,MI,FT,Machine Learning Scientist,750000,USD,750000,US,0,US,M
2023,MI,FT,Machine Learning Scientist,150000,USD,150000,US,0,US,M
2023,SE,FT,Data Analyst,93918,USD,93918,US,0,US,M
2023,SE,FT,Data Analyst,51962,USD,51962,US,0,US,M
2023,EN,FT,Data Analyst,115000,USD,115000,US,0,US,M
2023,EN,FT,Data Analyst,95000,USD,95000,US,0,US,M
2023,MI,FT,Machine Learning Engineer,750000,USD,750000,US,0,US,M
2023,MI,FT,Machine Learning Engineer,150000,USD,150000,US,0,US,M
2023,SE,FT,Computer Vision Engineer,351000,USD,351000,US,0,US,M
2023,SE,FT,Computer Vision Engineer,171000,USD,171000,US,0,US,M
2023,SE,FT,Data Science Lead,272000,USD,272000,US,0,US,M
2023,SE,FT,Data Science Lead,170000,USD,170000,US,0,US,M
2023,SE,FT,Data Scientist,176000,USD,176000,US,0,US,M
2023,SE,FT,Data Scientist,158000,USD,158000,US,0,US,M
2023,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M
2023,SE,FT,Data Analyst,125000,USD,125000,US,100,US,M
2023,MI,FT,Data Science,110000,USD,110000,US,0,US,M
2023,MI,FT,Data Science,80000,USD,80000,US,0,US,M
2023,SE,FT,ML Engineer,270000,USD,270000,US,100,US,M
2023,SE,FT,ML Engineer,232200,USD,232200,US,100,US,M
2023,MI,FT,Data Scientist,107000,USD,107000,US,100,US,M
2023,MI,FT,Data Scientist,87300,USD,87300,US,100,US,M
2023,SE,FT,ML Engineer,230000,USD,230000,US,0,US,M
2023,SE,FT,ML Engineer,140000,USD,140000,US,0,US,M
2023,MI,FT,Data Analyst,85000,USD,85000,US,100,US,M
2023,MI,FT,Data Analyst,61800,USD,61800,US,100,US,M
2023,SE,FT,Data Engineer,300000,USD,300000,US,100,US,M
2023,SE,FT,Data Engineer,195000,USD,195000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2023,MI,FT,Data Analyst,107500,USD,107500,US,0,US,M
2023,MI,FT,Data Analyst,96750,USD,96750,US,0,US,M
2023,MI,FT,Business Intelligence Analyst,153800,USD,153800,US,100,US,M
2023,MI,FT,Business Intelligence Analyst,96000,USD,96000,US,100,US,M
2023,SE,FT,Data Scientist,204500,USD,204500,US,0,US,M
2023,SE,FT,Data Scientist,142200,USD,142200,US,0,US,M
2023,SE,FT,Data Engineer,190100,USD,190100,US,100,US,M
2023,SE,FT,Data Engineer,131414,USD,131414,US,100,US,M
2023,SE,FT,Research Scientist,195500,USD,195500,US,100,US,M
2023,SE,FT,Research Scientist,141300,USD,141300,US,100,US,M
2023,SE,FT,Research Scientist,165500,USD,165500,US,100,US,M
2023,SE,FT,Research Scientist,119600,USD,119600,US,100,US,M
2023,SE,FT,Research Scientist,235000,USD,235000,US,100,US,M
2023,SE,FT,Research Scientist,169900,USD,169900,US,100,US,M
2023,MI,FT,Data Science,235000,USD,235000,US,100,US,M
2023,MI,FT,Data Science,169900,USD,169900,US,100,US,M
2023,SE,FT,Machine Learning Scientist,200000,USD,200000,US,0,US,M
2023,SE,FT,Machine Learning Scientist,135000,USD,135000,US,0,US,M
2023,SE,FT,Data Analyst,210000,USD,210000,US,100,US,M
2023,SE,FT,Data Analyst,151800,USD,151800,US,100,US,M
2023,SE,FT,Data Analyst,210000,USD,210000,US,100,US,M
2023,SE,FT,Data Analyst,151800,USD,151800,US,100,US,M
2023,SE,FT,Analytics Engineer,215500,USD,215500,US,100,US,M
2023,SE,FT,Analytics Engineer,155800,USD,155800,US,100,US,M
2023,SE,FT,Data Scientist,305600,USD,305600,US,0,US,M
2023,SE,FT,Data Scientist,188200,USD,188200,US,0,US,M
2023,SE,FT,Data Engineer,180500,USD,180500,US,0,US,M
2023,SE,FT,Data Engineer,96200,USD,96200,US,0,US,M
2023,SE,FT,Data Engineer,166000,USD,166000,US,0,US,M
2023,SE,FT,Data Engineer,73100,USD,73100,US,0,US,M
2023,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M
2023,EN,FT,Data Analyst,47500,USD,47500,US,0,US,M
2023,SE,FT,Data Scientist,201700,USD,201700,US,0,US,M
2023,SE,FT,Data Scientist,146600,USD,146600,US,0,US,M
2023,MI,FT,Data Engineer,133000,USD,133000,US,0,US,M
2023,MI,FT,Data Engineer,58400,USD,58400,US,0,US,M
2023,SE,FT,AI Product Manager,120000,USD,120000,IN,50,IN,L
2023,SE,FT,Data Manager,144300,USD,144300,US,100,US,M
2023,SE,FT,Data Manager,104800,USD,104800,US,100,US,M
2023,SE,FT,Data Analytics Lead,115920,USD,115920,US,0,US,M
2023,SE,FT,Data Analytics Lead,84000,USD,84000,US,0,US,M
2023,SE,FT,Data Analyst,146850,USD,146850,US,0,US,M
2023,SE,FT,Data Analyst,106800,USD,106800,US,0,US,M
2023,EN,FT,Data Engineer,75000,GBP,92280,GB,0,GB,M
2023,EN,FT,Data Engineer,65000,GBP,79976,GB,0,GB,M
2023,MI,FT,Data Analyst,133000,USD,133000,US,0,US,M
2023,MI,FT,Data Analyst,58300,USD,58300,US,0,US,M
2023,SE,FT,Data Science,137300,USD,137300,US,0,US,M
2023,SE,FT,Data Science,59200,USD,59200,US,0,US,M
2023,MI,FT,Data Engineer,165000,USD,165000,US,0,US,M
2023,MI,FT,Data Engineer,147500,USD,147500,US,0,US,M
2023,SE,FT,Data Scientist,130410,USD,130410,US,0,US,M
2023,SE,FT,Data Scientist,92000,USD,92000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,156150,USD,156150,US,100,US,M
2023,SE,FT,Machine Learning Engineer,113400,USD,113400,US,100,US,M
2023,SE,FT,Data Scientist,226000,USD,226000,US,100,US,M
2023,SE,FT,Data Scientist,211000,USD,211000,US,100,US,M
2023,SE,FT,Data Scientist,197500,USD,197500,US,0,US,M
2023,SE,FT,Data Scientist,132500,USD,132500,US,0,US,M
2023,MI,FT,Data Analyst,109000,USD,109000,US,0,US,M
2023,MI,FT,Data Analyst,62000,USD,62000,US,0,US,M
2023,SE,FT,Data Engineer,110000,USD,110000,US,0,US,M
2023,SE,FT,Data Engineer,70000,USD,70000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,238000,USD,238000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,176000,USD,176000,US,0,US,M
2023,MI,FT,Data Engineer,179000,USD,179000,US,0,US,M
2023,MI,FT,Data Engineer,112000,USD,112000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,238000,USD,238000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,176000,USD,176000,US,0,US,M
2023,SE,FT,Data Engineer,151250,USD,151250,US,100,US,M
2023,SE,FT,Data Engineer,96800,USD,96800,US,100,US,M
2023,MI,FT,Data Specialist,109000,USD,109000,US,0,US,M
2023,MI,FT,Data Specialist,62000,USD,62000,US,0,US,M
2023,MI,FT,Data Scientist,162000,USD,162000,US,0,US,M
2023,MI,FT,Data Scientist,108000,USD,108000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,238000,USD,238000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,176000,USD,176000,US,0,US,M
2023,MI,FT,Business Intelligence Analyst,189000,USD,189000,US,100,US,M
2023,MI,FT,Business Intelligence Analyst,118100,USD,118100,US,100,US,M
2023,EN,FT,Machine Learning Engineer,126000,USD,126000,US,100,US,M
2023,EN,FT,Machine Learning Engineer,93000,USD,93000,US,100,US,M
2023,SE,FT,Data Science,160000,USD,160000,US,100,US,M
2023,SE,FT,Data Science,150000,USD,150000,US,100,US,M
2023,EX,FT,Director of Data Science,237500,USD,237500,US,0,US,M
2023,EX,FT,Director of Data Science,157500,USD,157500,US,0,US,M
2023,SE,FT,Data Science,145000,USD,145000,US,0,US,M
2023,SE,FT,Data Science,115000,USD,115000,US,0,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Analyst,89000,USD,89000,US,0,US,M
2023,SE,FT,Data Analyst,76000,USD,76000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,238000,USD,238000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,176000,USD,176000,US,0,US,M
2023,SE,FT,Data Architect,263100,USD,263100,US,0,US,M
2023,SE,FT,Data Architect,126300,USD,126300,US,0,US,M
2023,SE,FT,Machine Learning Engineer,319000,USD,319000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,221000,USD,221000,US,0,US,M
2023,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M
2023,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M
2023,MI,FT,Data Engineer,220000,USD,220000,CA,100,CA,M
2023,MI,FT,Data Engineer,190000,USD,190000,CA,100,CA,M
2023,MI,FT,Data Product Owner,70000,GBP,86128,GB,0,GB,M
2023,MI,FT,Data Product Owner,45454,GBP,55926,GB,0,GB,M
2023,SE,FT,Data Analyst,116700,USD,116700,US,0,US,M
2023,SE,FT,Data Analyst,93400,USD,93400,US,0,US,M
2023,MI,FT,Data Developer,100000,USD,100000,US,0,US,M
2023,MI,FT,Data Developer,95000,USD,95000,US,0,US,M
2023,SE,FT,Data Engineer,151000,USD,151000,CA,100,CA,M
2023,SE,FT,Data Engineer,95000,USD,95000,CA,100,CA,M
2023,SE,FT,Machine Learning Infrastructure Engineer,247000,USD,247000,US,100,US,M
2023,SE,FT,Machine Learning Infrastructure Engineer,152000,USD,152000,US,100,US,M
2023,SE,FT,Data Scientist,268000,USD,268000,US,0,US,M
2023,SE,FT,Data Scientist,137500,USD,137500,US,0,US,M
2023,SE,FT,Research Engineer,150000,USD,150000,US,0,US,M
2023,SE,FT,Research Engineer,80000,USD,80000,US,0,US,M
2023,SE,FT,Data Engineer,187100,USD,187100,US,0,US,M
2023,SE,FT,Data Engineer,107600,USD,107600,US,0,US,M
2023,SE,FT,Data Scientist,184800,USD,184800,US,0,US,M
2023,SE,FT,Data Scientist,161900,USD,161900,US,0,US,M
2023,SE,FT,Data Scientist,212000,USD,212000,US,0,US,M
2023,SE,FT,Data Scientist,93300,USD,93300,US,0,US,M
2023,SE,FT,Data Architect,184000,USD,184000,US,0,US,M
2023,SE,FT,Data Architect,96000,USD,96000,US,0,US,M
2023,MI,FT,Data Engineer,127900,USD,127900,CA,0,CA,M
2023,MI,FT,Data Engineer,85300,USD,85300,CA,0,CA,M
2023,MI,FT,Analytics Engineer,204000,USD,204000,US,0,US,M
2023,MI,FT,Analytics Engineer,112500,USD,112500,US,0,US,M
2023,MI,FT,Data Scientist,166000,USD,166000,US,0,US,M
2023,MI,FT,Data Scientist,73100,USD,73100,US,0,US,M
2023,SE,FT,Data Product Manager,220000,USD,220000,US,0,US,M
2023,SE,FT,Data Product Manager,137500,USD,137500,US,0,US,M
2023,MI,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
2023,MI,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2023,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2023,MI,FT,Research Engineer,150000,USD,150000,US,0,US,M
2023,MI,FT,Research Engineer,80000,USD,80000,US,0,US,M
2023,SE,FT,Data Lead,175000,USD,175000,CA,100,CA,M
2023,SE,FT,Data Lead,150000,USD,150000,CA,100,CA,M
2023,SE,FT,Data Analyst,116000,USD,116000,US,0,US,M
2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M
2023,EN,FT,Data Analyst,132000,USD,132000,US,0,US,M
2023,EN,FT,Data Analyst,104000,USD,104000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,175000,USD,175000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,141000,USD,141000,US,100,US,M
2023,SE,FT,Data Product Manager,198000,USD,198000,US,100,US,M
2023,SE,FT,Data Product Manager,151000,USD,151000,US,100,US,M
2023,EN,FT,Data Analyst,104000,USD,104000,US,0,US,M
2023,EN,FT,Data Analyst,83000,USD,83000,US,0,US,M
2023,EN,FT,Data Scientist,150000,USD,150000,US,0,US,M
2023,EN,FT,Data Scientist,100000,USD,100000,US,0,US,M
2023,MI,FT,Data Scientist,204500,USD,204500,US,0,US,M
